Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_Loan,Property_Owner,Dependents,Loan_Status
43,410709,700,573106,120,1,0,0,4,1
49,1056600,740,189552,60,1,1,0,0,1
55,1434606,657,252079,12,1,0,0,1,1
31,1296238,581,312677,24,1,0,1,4,1
53,876114,817,56268,120,1,1,1,4,1
31,1716528,569,279556,24,1,1,1,2,1
29,1554931,724,1080573,12,1,1,1,4,1
34,1234577,538,945818,60,1,1,0,3,1
29,689893,684,870129,12,0,0,0,4,1
59,1444398,510,320107,240,1,0,1,0,1
23,1638748,491,972018,60,1,1,1,2,1
49,1309150,619,296723,240,1,1,1,4,1
39,1765232,404,78092,240,1,0,0,4,1
56,732153,419,679976,360,1,1,0,4,0
52,6382833,296,7672196,180,0,1,1,2,1
27,1279007,694,1196344,240,1,0,0,4,1
48,559797,815,119434,240,1,1,0,4,1
38,1330457,556,1198359,36,1,1,0,2,1
25,1376004,849,329504,120,0,0,0,2,1
43,1481261,782,403216,24,0,0,0,1,1
42,897447,400,250035,240,1,1,0,3,0
46,401337,611,668299,360,1,0,0,0,1
32,753343,518,1040329,36,0,0,1,3,1
39,614232,784,906633,240,1,0,1,1,1
21,502267,659,223688,120,0,0,0,2,0
23,476095,798,870271,24,1,0,1,3,1
47,770832,574,452232,36,1,0,1,3,1
38,377512,813,905052,240,0,1,0,0,0
50,1606072,533,363164,240,1,0,0,2,1
22,878507,501,416815,120,1,0,1,1,1
25,1724220,784,579771,120,0,0,0,3,1
49,485026,461,336711,360,1,0,0,2,0
53,850573,847,835145,36,1,1,1,2,1
40,614454,788,89613,12,0,1,1,1,1
50,1734966,453,991939,60,0,0,0,3,1
25,1231638,704,968527,360,0,0,0,3,1
41,934833,406,62755,180,1,1,0,0,0
35,1795434,755,455531,60,1,0,1,0,1
40,1181305,402,188678,240,1,1,1,1,1
28,955815,731,348206,180,1,0,1,0,1
51,897467,778,532263,180,1,0,1,3,1
32,1095299,844,420725,180,1,1,1,1,1
41,1112009,734,145340,12,1,1,0,3,1
50,1266398,824,1148884,120,0,1,0,3,1
47,1439583,548,948387,24,0,1,0,2,0
46,1550283,687,69178,12,1,1,0,0,1
53,1493535,411,893829,120,1,0,1,3,1
46,6336535,290,4065841,240,0,0,0,2,1
46,5942378,201,2990448,360,1,0,0,4,1
56,300059,662,678138,240,1,0,0,1,1
21,705889,834,613949,36,0,0,1,0,1
35,748567,572,179630,36,0,0,1,2,1
21,1436807,494,160225,180,1,1,1,0,1
31,1547948,720,662693,120,1,1,1,2,1
22,1732416,843,1194993,180,1,1,1,3,1
21,1088226,602,664439,36,1,1,1,3,1
51,1610717,444,923964,60,1,0,1,0,1
36,572865,433,148328,240,0,0,0,2,0
42,1335679,610,76926,12,0,1,1,3,1
38,1264947,794,907082,60,0,1,1,3,1
37,1058651,624,160696,360,1,1,0,0,1
50,1019623,816,404960,120,1,0,1,0,1
30,1411298,663,244156,12,1,1,0,1,1
55,3334097,205,4553760,36,1,1,0,2,1
41,443960,625,616483,12,1,0,0,1,1
36,575677,503,185556,360,1,0,1,4,1
26,1501564,620,155740,12,0,0,1,3,1
23,1409998,733,784398,36,1,0,1,2,1
41,1792317,817,217206,180,1,0,0,1,1
33,696769,700,194323,24,0,0,1,4,1
38,1718298,522,606263,36,1,0,1,0,1
44,1066103,848,594098,60,1,0,0,4,1
47,1439621,835,555822,180,1,0,1,2,1
24,1277435,793,637343,240,0,1,0,2,1
42,1019072,621,61615,24,1,0,0,4,1
44,1222941,442,663856,60,0,0,1,1,1
30,1084946,609,806089,360,1,1,0,0,1
22,1512166,736,922578,360,0,1,0,3,1
26,323830,410,611552,120,1,1,1,3,0
38,1197013,615,873418,60,1,1,1,3,1
37,1160717,563,998274,360,1,1,0,3,1
58,1657273,624,960231,360,1,0,0,0,1
43,1043245,624,145823,180,0,0,0,2,1
50,788041,645,610890,240,1,0,1,3,1
41,1223419,545,267161,240,1,0,1,2,1
30,1115127,590,741671,360,1,1,0,0,1
33,1101135,660,353214,180,0,0,0,3,1
32,1305539,686,688319,240,1,0,0,4,1
29,452550,415,68608,180,0,0,1,2,0
24,1416494,593,310636,240,0,1,1,0,1
59,1640848,408,618328,12,1,0,0,0,1
44,877538,401,513904,360,1,1,0,1,0
54,1570767,692,480587,180,1,0,0,1,1
59,1647846,483,527558,180,1,1,0,2,1
25,930904,842,742757,120,0,1,1,3,1
35,871087,608,807977,240,1,1,0,1,1
24,525300,457,87168,24,1,0,1,2,1
59,751464,738,824805,60,1,0,0,3,1
28,1643627,505,411666,120,0,0,1,1,1
44,307644,535,280825,360,1,1,0,2,0
48,596727,707,1067395,240,1,1,0,0,1
47,1403136,730,569231,60,0,1,1,2,1
21,672778,476,400911,12,0,1,0,4,0
54,929877,724,83164,12,1,1,1,1,1
37,1652708,609,174705,24,0,0,1,3,1
57,703662,631,145091,360,0,1,0,4,0
58,1633882,524,883227,360,1,1,0,3,1
46,1493798,579,592994,36,0,1,1,0,1
44,1258808,689,1144319,180,0,1,0,0,0
59,1443949,613,310961,240,1,1,1,4,1
41,7519903,242,4805055,36,1,1,1,1,1
50,819399,496,119190,12,0,0,0,0,0
33,351746,807,157290,120,0,1,0,4,0
57,1415499,648,246149,24,1,0,0,3,1
23,1738030,620,1002336,240,1,0,0,4,1
52,347114,412,812075,60,1,0,1,4,1
55,921975,705,453907,60,0,1,0,4,0
39,1399850,490,607681,120,1,0,1,3,1
34,1566987,592,572590,36,1,1,1,1,1
42,552816,598,819128,12,1,1,1,1,1
37,569692,659,1115023,12,1,1,1,1,1
24,863909,463,158487,24,1,1,0,3,0
39,1072948,729,141061,240,1,0,1,4,1
57,1021671,631,304390,12,1,1,0,4,1
22,557870,626,132816,240,1,1,1,0,1
35,911189,566,399922,36,1,1,0,1,0
22,1051603,650,1147192,36,1,1,0,2,1
31,939711,846,197456,360,0,1,1,4,1
43,1438249,585,611857,120,1,1,1,0,1
30,1239035,648,594681,240,1,0,0,1,1
23,1628590,671,143165,24,1,1,1,1,1
25,1267051,739,541470,24,1,1,1,1,1
23,345738,845,1180217,12,1,1,0,2,1
58,367537,537,888347,180,0,0,0,2,0
33,1589591,508,789913,60,1,0,1,4,1
39,1756548,717,692408,24,1,1,1,3,1
55,1668427,816,1060033,12,1,0,1,4,1
44,9723797,279,2996597,240,1,1,0,1,1
44,441118,443,492625,60,1,1,0,4,0
37,454724,829,384345,12,1,1,1,2,1
30,1665749,741,933814,120,1,0,0,2,1
22,599100,736,1086933,24,1,1,0,3,1
43,1624606,600,193549,12,1,0,1,4,1
26,1697001,777,529809,240,1,0,0,4,1
22,666797,503,759443,120,0,1,0,3,0
41,1249327,814,1032202,12,1,0,1,1,1
55,5660961,200,5035508,36,1,0,1,3,1
49,1464007,519,490967,12,1,1,1,3,1
27,1092594,801,1135437,240,1,1,0,3,1
49,676371,789,724398,36,1,1,1,2,1
57,1430869,761,201440,24,1,1,0,3,1
43,961265,833,1045832,12,1,1,0,4,1
53,680959,782,527005,360,0,0,0,4,1
28,950902,427,330920,360,1,0,1,2,1
32,1459156,506,114470,240,0,0,0,2,1
30,619627,679,606264,120,0,1,0,0,0
35,1232884,427,964800,24,1,1,1,1,1
44,1757300,585,1132123,24,1,1,1,2,1
46,1699516,594,413859,180,1,1,0,0,1
59,896721,545,1033905,36,1,1,0,3,0
23,682170,659,938375,24,1,1,0,0,0
22,694780,759,917888,360,1,0,0,0,1
26,576363,576,1084122,12,0,0,1,0,1
41,1561625,527,311000,12,1,1,1,0,1
29,713096,783,157601,360,0,1,0,3,0
30,1468658,505,631865,36,1,1,0,1,1
56,703595,815,784364,12,1,0,1,4,1
23,1351524,751,56222,240,1,1,1,0,1
44,812377,782,1185912,180,1,1,1,3,1
42,1312633,610,61455,36,0,0,0,4,1
34,514579,748,188215,60,1,1,0,0,1
47,1357545,721,176615,36,1,0,1,4,1
53,1631366,713,1123039,120,1,0,0,1,1
42,1540214,410,144997,120,1,0,1,0,1
49,355818,766,603488,180,0,0,0,4,0
39,756667,759,886480,12,0,0,0,0,1
39,827966,720,696558,360,1,0,0,4,1
26,820775,783,515240,60,1,0,1,0,1
39,1064404,416,545115,120,0,0,1,3,1
33,917343,769,451810,120,0,0,1,0,1
46,939974,735,478285,120,0,1,0,2,0
42,423439,465,544568,12,0,1,0,2,0
41,1466765,773,1070066,24,0,0,1,2,1
56,1189064,512,492610,24,0,1,1,3,1
22,422308,531,576638,180,1,1,1,2,0
50,1321666,815,665362,24,1,0,0,2,1
47,6487097,212,3378269,180,1,0,1,1,1
27,1455992,812,322703,12,1,0,0,0,1
40,667452,460,427877,240,1,0,1,4,1
51,1775802,843,260383,24,0,1,1,1,1
43,651079,713,846110,240,1,0,1,4,1
33,557572,643,616212,180,1,0,1,1,1
37,1613381,708,433465,36,1,0,1,1,1
24,1484446,404,297771,12,1,0,1,4,1
34,715545,769,194201,12,1,0,0,1,1
40,1011420,716,553119,60,0,1,1,4,1
33,1112282,420,335825,120,1,0,1,0,1
23,515777,585,1169357,60,0,1,1,0,0
46,549246,608,294451,240,0,0,1,3,1
46,434229,630,425192,24,1,1,1,0,1
38,1123917,413,498772,12,1,1,0,0,0
52,1222840,751,1149803,360,1,0,1,0,1
34,679075,478,937632,240,1,1,1,1,1
23,786370,581,652638,180,1,1,0,4,0
21,1531793,477,686892,12,1,0,1,1,1
46,1203211,696,828449,24,1,1,1,1,1
44,1461608,671,734063,180,1,0,1,3,1
55,7863307,245,4909066,120,0,0,1,2,1
34,829497,656,1128619,60,0,0,0,0,1
23,885690,695,351171,120,1,0,0,3,1
33,1559674,417,835873,360,1,0,0,1,1
34,1310641,689,50994,360,1,0,0,1,1
41,307645,617,609545,24,1,1,0,0,0
46,1649228,844,249269,60,0,0,1,1,1
23,663113,499,720704,60,1,1,0,4,0
24,1485666,548,446731,120,0,1,0,4,0
56,1792700,784,596506,360,1,1,0,0,1
21,1506022,554,141466,120,0,0,0,3,1
53,411375,834,802540,12,0,1,1,0,1
27,1597456,794,808674,240,1,1,0,4,1
31,1706328,775,339539,360,1,1,1,0,1
47,1304575,501,1106496,12,1,0,1,2,1
34,551365,514,1062014,120,1,0,1,0,1
42,396856,669,113968,180,1,0,1,1,1
36,786315,491,1077211,360,1,1,0,3,0
32,1724351,838,455318,360,1,0,1,2,1
30,1564146,810,471941,24,1,1,1,2,1
44,501275,805,294286,120,1,1,1,1,1
38,1006466,420,278494,180,0,0,1,4,1
42,1048785,519,826100,240,0,1,1,4,0
29,1693226,807,1128368,12,0,0,1,2,1
37,512549,418,822687,60,0,1,1,3,0
58,1083954,423,926318,180,1,1,1,3,1
33,394564,425,1184721,24,0,0,0,0,0
57,595596,552,787796,12,1,0,1,2,1
26,1089700,700,1013503,24,0,0,0,0,1
41,905017,763,295279,24,1,1,0,0,1
56,5409562,288,7234258,60,1,0,1,0,1
27,1742450,601,113724,180,1,1,0,3,1
56,1382640,538,464207,12,1,1,1,1,1
45,989653,679,785764,120,1,0,0,0,1
31,3048123,223,3847996,24,1,0,0,1,1
34,699820,411,254771,24,1,1,1,1,0
49,478893,534,416005,60,1,0,0,0,1
30,1387133,823,320560,180,1,1,1,2,1
25,307420,480,609306,12,0,0,1,0,0
28,1279455,754,556920,180,0,1,1,4,1
25,555023,469,257781,24,1,1,1,0,0
44,1069208,603,975831,24,1,1,1,1,1
46,1411652,478,485228,36,1,0,0,2,1
26,898225,678,429869,36,1,0,0,1,1
36,1234511,598,75927,24,1,0,1,2,1
56,965357,778,66310,180,1,0,1,0,1
32,1615981,693,696835,240,1,1,1,1,1
31,1549452,814,1164482,360,0,1,1,3,1
23,633664,684,550633,180,1,1,1,1,1
57,845214,827,889027,180,0,1,1,0,1
26,1053354,555,778553,60,0,1,1,0,1
39,496618,475,974133,120,1,1,1,3,0
38,1758936,618,504502,36,1,0,0,3,1
36,1243407,723,769105,36,1,1,1,1,1
43,1608407,676,421126,360,1,0,0,1,1
57,956537,664,1074601,240,1,0,0,1,1
29,885240,448,715617,12,1,0,0,4,1
23,1750960,497,435242,120,1,0,0,2,1
28,1203612,692,927745,36,1,0,0,1,1
58,1092796,420,230432,120,0,0,1,1,1
24,953421,843,404092,120,0,0,0,3,1
32,851321,422,720222,12,0,1,0,1,0
51,348545,537,1145914,24,1,0,0,2,0
45,1360441,629,741334,360,1,1,1,4,1
36,1367512,725,79904,240,1,1,0,3,1
34,902151,804,771106,24,1,0,1,0,1
33,1333674,756,394336,36,1,1,0,3,1
27,1745533,428,73711,360,1,1,1,2,1
32,581283,714,351199,12,0,1,1,4,1
57,1046294,823,813582,36,1,1,0,1,1
24,1139181,420,159277,36,1,1,0,0,0
22,1635756,741,615749,180,1,0,0,4,1
55,5101860,229,2679304,24,1,0,1,4,1
23,1524920,462,299704,12,1,0,1,0,1
24,1219244,701,830467,360,1,0,0,2,1
58,1563692,532,446367,120,1,1,0,3,1
32,358788,414,276864,24,0,1,1,1,0
39,331611,504,1106719,36,1,0,0,4,0
30,1026187,510,63465,36,0,0,1,3,1
21,986469,738,592021,60,1,0,0,4,1
37,843769,735,320344,12,1,1,0,4,1
36,1008981,823,774395,120,0,1,1,1,1
29,9104792,242,7767037,120,1,0,0,3,1
29,1327541,762,606033,36,0,1,1,3,1
29,1636039,742,749811,360,0,1,0,2,1
32,994694,403,110820,240,0,1,0,3,0
35,1372304,551,480571,60,1,0,1,2,1
22,723658,441,844306,60,0,1,0,4,0
31,911134,774,268376,12,0,0,1,0,1
31,1128953,425,597595,240,1,0,1,3,1
28,626921,761,656884,240,1,0,0,0,1
52,1304492,593,118308,360,1,1,0,3,1
26,443209,759,654068,36,1,0,1,1,1
40,998996,407,346295,360,1,0,1,3,1
59,708121,472,771394,36,1,1,0,1,0
55,1116456,849,286087,240,1,0,1,0,1
28,758182,477,879032,360,1,0,0,3,1
54,447577,547,172068,36,1,1,1,2,1
39,1025150,721,543374,12,1,1,0,3,1
27,1478801,467,950823,120,1,1,1,1,1
51,545615,754,831343,24,0,1,0,0,0
38,439570,582,1043454,60,1,0,1,0,1
34,377710,733,591500,120,1,1,0,4,0
59,1407032,484,1026477,24,1,0,1,3,1
56,1574606,478,826067,360,0,1,1,3,1
37,1509381,438,68070,240,1,1,0,1,1
57,542254,705,548984,360,1,0,0,2,1
29,928568,419,420115,240,0,1,1,0,0
40,1143590,469,597299,360,1,1,1,0,1
48,1209657,555,612877,240,0,1,1,2,1
40,1216731,516,226086,360,1,0,0,2,1
56,480177,767,160400,360,1,0,1,1,1
47,373876,826,793042,120,1,0,1,4,1
28,1038319,849,1176408,240,1,0,0,1,1
52,1325390,427,365935,360,0,0,1,2,1
21,467744,774,806300,120,0,1,0,1,0
37,1156844,497,93820,120,1,0,0,2,1
29,497311,728,998920,120,1,0,1,2,1
40,6298599,282,4657565,36,1,0,0,4,1
52,886015,763,1136412,120,1,1,0,4,1
22,796990,818,429801,24,1,0,1,0,1
52,568584,421,626472,24,0,1,1,3,0
29,1233255,660,133399,60,1,0,0,0,1
50,443802,459,176834,240,1,1,0,2,0
40,364792,824,402329,180,0,1,1,4,1
58,7537349,210,3636210,12,1,1,0,1,1
21,1489797,562,1136246,24,0,1,1,4,1
25,879302,513,651910,240,1,1,0,1,0
55,1386978,753,668213,24,1,1,1,4,1
56,1083021,595,716003,24,0,0,1,2,1
21,1791349,444,176391,24,0,0,0,2,1
34,660039,512,179729,12,1,0,1,3,1
29,540416,792,453598,12,1,0,1,3,1
50,955603,578,1174897,180,1,0,0,2,1
44,433486,669,991858,120,0,0,1,1,1
24,434928,724,640930,180,1,0,1,0,1
34,896087,769,723963,24,1,0,1,4,1
45,544561,455,291337,24,1,1,0,4,0
24,774551,766,984249,60,1,1,1,1,1
45,946914,746,1192825,60,1,1,0,4,1
30,865680,666,113237,60,1,1,0,3,1
55,443542,813,267587,240,0,1,0,3,0
27,982742,514,916912,240,1,0,0,4,1
33,792661,756,501636,60,1,1,1,0,1
24,647088,566,1033503,120,1,0,0,4,1
56,773615,753,1050802,36,1,0,1,2,1
34,968944,514,1007779,60,1,1,1,3,1
38,978751,807,551952,60,1,1,1,0,1
28,1696096,479,553801,360,1,0,1,2,1
52,1190560,713,388306,12,1,0,1,3,1
47,1360673,685,598496,180,0,1,0,2,1
57,5093733,201,2312332,240,1,0,0,4,1
43,4574971,220,3955607,24,1,0,1,3,1
27,449911,428,964762,120,0,1,0,3,0
32,1470778,441,1179998,24,1,1,1,2,1
45,803635,518,455304,36,0,0,1,0,1
23,514382,461,275387,120,1,0,1,4,1
46,614132,554,849822,36,1,0,0,2,1
24,349769,684,1010901,240,1,0,1,2,1
56,949764,849,524641,240,1,1,0,2,1
35,433541,840,966821,360,1,1,0,3,1
52,1754260,588,951844,240,1,1,1,1,1
49,794222,684,591904,24,1,0,0,3,1
30,994385,503,503777,12,0,1,1,4,0
41,1476813,456,569202,60,0,0,0,1,1
36,696381,710,141702,240,1,0,1,4,1
39,507978,771,181611,240,1,0,1,1,1
49,1391827,571,803772,24,1,1,0,2,1
38,1658246,783,354800,240,1,1,1,3,1
36,535368,555,880429,120,0,1,1,0,0
21,869305,564,380099,240,1,0,1,1,1
22,1409131,806,875740,360,1,1,1,4,1
35,987569,732,262591,240,0,0,0,3,1
59,601509,468,1036734,60,0,1,1,1,0
48,757297,457,797426,240,1,0,1,2,1
21,325976,606,91451,120,0,1,1,0,0
25,1390545,815,655986,36,1,1,0,1,1
42,731541,484,212784,120,1,0,0,4,1
56,749957,724,353572,12,1,0,1,0,1
33,729390,500,395524,36,1,0,0,1,1
21,1294834,691,267301,360,1,1,0,2,1
36,1422239,650,571510,180,1,0,0,2,1
42,1139811,619,573179,360,1,0,1,1,1
52,589535,559,264431,240,0,1,0,0,0
36,1342128,586,632475,180,0,1,0,0,0
35,507348,783,829111,240,1,1,1,1,1
32,629225,843,326869,24,0,0,1,3,1
21,1044587,486,1099298,60,0,1,0,0,0
37,1668004,729,1060446,60,0,1,0,3,1
48,382054,748,1016121,12,1,1,1,4,1
27,1017566,554,495768,120,1,0,0,1,1
29,1704310,754,276579,240,1,1,1,2,1
42,378593,679,1084243,240,0,1,0,2,0
46,359485,742,616985,24,1,0,1,1,1
32,1289043,722,766839,180,1,0,0,0,1
27,1644752,563,318834,120,1,0,1,2,1
35,873604,797,975655,180,1,1,0,3,1
58,1528435,467,417147,120,1,1,0,4,1
41,393099,827,818661,12,1,0,0,3,1
34,1537222,831,893030,180,0,0,0,3,1
22,1551909,761,72871,36,1,1,0,3,1
28,1334972,774,206435,180,1,1,1,2,1
26,1042578,687,1008865,36,1,0,0,4,1
57,555329,611,1041584,12,0,0,1,1,1
57,1407811,519,427504,12,0,1,0,1,0
53,1663624,800,656472,240,1,0,0,0,1
26,5752730,202,4847849,12,1,1,1,4,1
46,1778532,822,204590,120,0,1,0,2,1
59,1529202,815,323790,180,1,0,0,4,1
57,962559,615,891347,180,1,0,0,0,1
34,1780824,529,594173,120,1,1,0,4,1
57,985795,477,186934,24,1,1,0,0,0
28,302607,569,550119,12,1,0,1,2,1
59,1292422,437,243351,120,0,0,0,2,0
33,636260,454,453067,36,1,0,1,1,1
33,516396,838,740884,180,1,0,0,3,1
48,715242,689,648294,180,1,0,0,4,1
38,1080013,445,74206,12,0,0,0,3,0
39,579317,570,399306,36,1,1,0,3,0
58,858550,529,459137,60,1,0,0,2,1
52,503318,563,768674,24,0,0,0,2,0
42,399124,469,832104,60,1,1,1,0,0
22,944116,691,170647,24,0,0,1,4,1
33,7493090,204,3649171,12,1,0,0,4,1
43,902052,468,111987,180,0,0,1,1,1
45,690999,821,919796,24,1,0,0,1,1
48,1279805,504,1176775,120,1,1,0,2,1
31,679201,453,444994,36,1,0,1,3,1
53,364314,805,1008075,180,1,0,1,4,1
44,789904,767,388468,120,1,1,0,3,1
22,1762241,762,1077668,12,1,0,1,4,1
50,655386,647,830520,240,0,1,1,1,0
37,561270,814,481513,60,1,0,0,3,1
54,1379042,708,535929,36,1,1,0,3,1
58,416151,772,596303,12,1,1,1,1,1
42,678739,505,385037,120,0,0,1,4,1
25,1698841,748,924292,120,1,1,1,4,1
36,802777,714,943890,24,1,1,0,2,1
33,1372855,496,720568,24,1,0,1,0,1
46,8688870,235,5278393,60,1,0,1,3,1
51,7044471,209,7263262,360,1,0,0,2,1
59,959325,426,230283,24,0,0,1,4,1
43,1594517,471,774109,24,1,1,0,1,1
32,404304,777,1164229,240,0,0,0,3,1
34,458302,584,902253,24,1,0,1,0,1
38,1568813,533,145772,60,1,0,1,1,1
47,866208,573,1074018,12,0,1,0,3,0
48,623688,680,712105,180,0,0,1,3,1
38,952548,497,1053117,36,1,1,0,0,0
36,1736254,792,383369,12,1,0,1,1,1
36,393406,463,487512,180,1,1,0,4,0
33,645053,814,779208,180,1,1,1,1,1
49,1705411,802,1142205,12,0,0,0,3,1
29,801437,512,824814,12,0,1,1,2,0
46,1185442,464,275374,120,1,0,0,0,1
48,1371612,615,1199473,240,0,1,1,3,1
33,7563115,290,7079901,36,1,1,1,2,1
56,304847,800,941209,36,1,0,0,2,1
29,779466,689,1062536,120,0,1,1,2,1
34,575037,819,556516,180,1,0,0,1,1
32,1222153,796,669110,120,1,1,0,1,1
52,1772363,714,1193093,360,0,1,1,0,1
58,835901,488,431095,180,0,1,0,0,0
23,798116,646,806243,24,1,1,1,4,1
36,878121,731,427030,120,0,1,1,1,1
40,1410999,548,148705,60,1,1,1,2,1
52,1176396,756,1097272,240,1,1,0,4,1
43,1466844,765,324615,120,1,1,0,2,1
37,674386,848,791929,24,1,0,0,3,1
36,823453,639,457707,120,1,1,1,1,1
58,912357,405,444260,60,1,1,1,1,1
28,6343656,235,7080358,120,1,1,0,0,1
39,375642,764,829414,360,1,1,1,4,1
50,818697,666,481214,180,1,1,0,0,1
54,1315353,735,797311,360,1,0,1,3,1
34,517002,805,1058954,12,1,0,1,0,1
42,486889,637,402895,240,0,1,1,2,0
37,1691704,538,124803,36,1,1,1,3,1
35,640813,564,712800,240,0,1,1,3,0
52,501254,681,554192,60,0,1,1,3,0
33,1532550,584,669082,60,1,1,0,2,1
41,1721808,553,491248,60,1,1,1,2,1
53,802799,505,878254,180,1,0,1,1,1
47,4106458,290,4099253,360,1,0,0,1,1
55,1785544,584,1109927,12,1,0,1,2,1
36,1519295,809,1056611,12,1,1,1,0,1
48,3916738,234,3790342,36,0,0,0,0,1
54,1576978,758,839060,24,1,1,0,2,1
21,1562135,590,1029609,36,1,1,1,1,1
51,1617488,562,700032,360,1,0,0,4,1
56,9637785,210,5950183,360,1,0,1,1,1
53,7852488,277,3807252,60,1,0,1,3,1
53,451519,505,932270,60,0,1,0,0,0
59,843406,614,197777,240,1,0,0,0,1
38,687695,723,297588,60,0,1,1,0,1
43,739815,619,244478,240,0,1,0,0,0
43,1358776,744,462188,36,0,0,1,0,1
35,923354,616,225073,24,1,1,0,4,1
46,1407280,833,771133,24,1,1,0,4,1
50,615631,428,1109151,36,1,1,1,4,0
45,1001825,637,405649,180,1,0,0,0,1
36,318435,463,431240,60,0,0,0,3,0
59,347897,824,1180679,360,0,1,1,4,1
34,1470253,495,95944,240,1,1,0,3,1
37,790823,553,1066137,240,1,0,0,1,1
32,1062052,427,552230,360,1,0,0,4,1
49,1529060,739,579205,36,1,0,1,2,1
52,1639204,575,567138,36,1,0,0,4,1
44,731874,650,1046369,120,1,1,1,0,1
33,8074346,216,2185293,360,1,1,0,1,1
40,689213,678,1171493,120,1,1,1,1,1
35,1317088,438,620364,240,1,0,0,0,1
24,1299559,468,679172,240,1,0,0,3,1
54,691692,676,279182,240,1,1,0,2,1
48,748467,519,142174,12,1,1,0,2,0
22,1258149,485,83153,12,0,1,0,4,0
50,5821352,207,2245142,360,1,1,1,1,1
46,1607825,493,1185353,36,1,0,1,0,1
46,395495,491,224953,120,0,1,1,1,0
40,1425789,819,647263,60,1,0,1,4,1
48,1094992,480,819218,12,1,1,1,2,1
40,1542023,740,863293,60,1,1,0,0,1
31,959022,820,974118,60,0,1,1,2,1
30,1724761,627,130998,12,0,1,0,4,1
43,1033951,782,337986,180,1,1,0,2,1
57,876894,487,155464,360,0,0,0,0,0
39,1689363,749,736978,36,0,0,1,1,1
38,1765293,527,818383,120,1,0,1,3,1
47,746967,697,900040,12,1,0,0,0,1
26,1777983,589,1075837,24,1,0,1,1,1
30,550565,754,1028471,24,1,0,0,2,1
22,1666843,533,899436,60,1,0,0,2,1
44,1197263,535,785126,24,1,1,1,0,1
58,339887,724,1191479,60,0,0,0,1,0
48,514089,439,992224,180,1,0,1,2,1
48,774125,537,508488,180,1,0,0,4,1
59,1175212,686,1063716,180,1,0,1,1,1
22,1190171,655,837268,180,1,0,0,1,1
25,541731,685,209316,240,1,1,1,3,1
31,3727518,253,4323337,180,1,0,1,1,1
30,524237,484,1062810,120,1,0,1,4,1
22,1366903,819,1134330,12,1,0,0,2,1
35,662167,716,700273,12,1,1,1,0,1
59,1504514,426,934274,120,1,0,1,1,1
57,1750958,629,782229,60,1,0,0,3,1
27,396279,690,353823,180,0,1,0,1,0
40,513406,715,1027334,240,1,1,0,3,0
54,571186,687,369071,36,1,0,1,0,1
55,815009,745,1170825,24,1,1,0,3,1
54,1491617,531,825287,360,1,0,1,0,1
42,1007240,490,128506,240,1,0,0,1,1
51,1421315,755,1094590,180,1,1,0,1,1
43,625732,628,506252,120,1,1,0,0,0
39,1746433,426,118863,360,1,0,0,3,1
24,1625266,702,1008619,24,0,1,1,1,1
44,1201861,789,684040,36,1,1,0,1,1
40,1709615,681,638328,240,1,0,1,0,1
59,1711243,679,775704,60,1,0,1,4,1
48,1095461,598,606593,240,1,0,0,3,1
59,1228826,774,348585,180,1,1,1,2,1
37,541049,699,1067689,24,1,1,0,3,0
39,1193461,797,418060,60,0,1,1,0,1
55,681292,796,969030,180,0,0,0,3,1
52,574798,553,1052820,36,1,1,1,3,1
59,490759,698,316174,60,0,0,1,1,1
55,1527507,442,182889,240,1,1,1,2,1
50,1580522,721,1055209,36,1,0,0,3,1
37,846420,509,631620,12,1,0,1,0,1
49,1676520,510,617146,24,1,0,0,1,1
26,811499,811,169912,24,1,1,1,2,1
37,709241,400,502168,240,1,1,1,0,0
37,1728610,539,418896,240,1,1,1,2,1
34,1586525,765,296917,36,1,1,0,4,1
44,1556672,577,493319,36,1,0,0,2,1
57,1283428,836,213301,120,1,0,1,2,1
59,1207317,459,1122412,36,1,1,1,4,1
52,1504618,582,748091,36,1,1,1,4,1
56,609880,818,370108,240,1,0,0,0,1
57,1116086,844,97447,60,1,0,0,4,1
34,639529,681,316665,360,1,1,1,1,1
47,745624,814,1142744,60,1,1,0,0,1
39,1565587,712,673440,360,1,0,0,2,1
51,507039,795,668042,24,0,0,1,0,1
29,1502090,620,996469,360,1,1,1,4,1
58,1020603,788,1118073,60,0,0,0,3,1
37,437702,626,559687,60,1,1,1,0,1
39,1789528,790,1095553,24,1,0,0,0,1
24,837296,543,824013,240,1,0,0,3,1
31,1002847,623,55987,180,1,1,1,1,1
42,1679115,451,808956,12,0,0,1,1,1
24,957753,480,1000560,120,0,0,0,3,0
37,787896,548,96241,60,1,1,0,3,0
28,1797763,426,535954,12,1,0,1,0,1
54,379627,631,266403,360,0,0,0,4,0
31,1043351,510,165010,120,1,0,0,4,1
51,662498,771,339093,24,1,1,1,1,1
31,368657,478,831020,60,1,1,0,2,0
58,1681227,678,212982,180,1,0,0,1,1
41,1216439,526,1093824,60,1,0,0,4,1
50,426162,680,701378,36,1,1,1,0,1
30,591788,794,1077883,60,1,1,1,0,1
46,782831,718,180097,60,1,0,1,1,1
47,336122,840,840985,12,1,1,0,2,1
28,9935839,211,2899424,12,1,1,1,3,1
59,1220901,581,770701,360,0,0,0,1,1
